entry,at,order
"""not Krish @ p0RkKY2sKx"" shows a 7♥, K♠.",2021-07-02T05:20:13.139Z,162520321313900
"-- ending hand #108 --",2021-07-02T05:20:12.385Z,162520321238501
"""NotNa @ xab-egRwTG"" collected 5.27 from pot with Two Pair, A's & 10's (combination: A♦, A♠, 10♦, 10♣, 8♦)",2021-07-02T05:20:12.385Z,162520321238500
"River: 10♦, 10♣, A♠, 3♥ [8♦]",2021-07-02T05:20:08.331Z,162520320833100
"Turn: 10♦, 10♣, A♠ [3♥]",2021-07-02T05:20:04.312Z,162520320431200
"Flop:  [10♦, 10♣, A♠]",2021-07-02T05:20:00.275Z,162520320027500
"""69 @ 1wW4Aha31R"" shows a J♠, J♥.",2021-07-02T05:19:56.257Z,162520319625701
"""NotNa @ xab-egRwTG"" shows a 3♦, A♦.",2021-07-02T05:19:56.257Z,162520319625700
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:19:55.451Z,162520319545100
"""NotNa @ xab-egRwTG"" calls 2.11",2021-07-02T05:19:46.571Z,162520318657100
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:19:44.752Z,162520318475200
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:19:41.304Z,162520318130400
"""69 @ 1wW4Aha31R"" raises to 2.11 and go all in",2021-07-02T05:19:37.475Z,162520317747500
"""not Krish @ p0RkKY2sKx"" calls 0.65",2021-07-02T05:19:31.831Z,162520317183100
"""NotNa @ xab-egRwTG"" raises to 0.65",2021-07-02T05:19:25.316Z,162520316531600
"""Danny @ O7X4xHB9uL"" calls 0.20",2021-07-02T05:19:20.693Z,162520316069300
"""Zek @ TkiNIriU_5"" calls 0.20",2021-07-02T05:19:18.581Z,162520315858100
"""69 @ 1wW4Aha31R"" posts a big blind of 0.20",2021-07-02T05:19:14.034Z,162520315403408
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T05:19:14.034Z,162520315403407
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (12.85) | #2 ""Danny @ O7X4xHB9uL"" (20.85) | #3 ""NotNa @ xab-egRwTG"" (13.00) | #6 ""not Krish @ p0RkKY2sKx"" (56.19) | #9 ""69 @ 1wW4Aha31R"" (2.11)",2021-07-02T05:19:14.034Z,162520315403401
"-- starting hand #108  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T05:19:14.034Z,162520315403400
"-- ending hand #107 --",2021-07-02T05:19:11.115Z,162520315111502
"""not Krish @ p0RkKY2sKx"" collected 20.58 from pot",2021-07-02T05:19:11.115Z,162520315111501
"Uncalled bet of 2.11 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T05:19:11.115Z,162520315111500
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:19:10.300Z,162520315030000
"""not Krish @ p0RkKY2sKx"" raises to 9.10 and go all in",2021-07-02T05:18:56.596Z,162520313659600
"""69 @ 1wW4Aha31R"" raises to 6.99",2021-07-02T05:18:53.097Z,162520313309700
"""not Krish @ p0RkKY2sKx"" bets 2.80",2021-07-02T05:18:34.802Z,162520311480200
"River: J♥, A♠, 4♣, 3♥ [4♠]",2021-07-02T05:18:26.721Z,162520310672100
"""69 @ 1wW4Aha31R"" checks",2021-07-02T05:18:25.914Z,162520310591400
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:18:20.842Z,162520310084200
"Turn: J♥, A♠, 4♣ [3♥]",2021-07-02T05:18:18.552Z,162520309855200
"""not Krish @ p0RkKY2sKx"" calls 1.55",2021-07-02T05:18:17.742Z,162520309774200
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:18:15.729Z,162520309572900
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:17:56.603Z,162520307660300
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:17:55.617Z,162520307561700
"""69 @ 1wW4Aha31R"" bets 1.55",2021-07-02T05:17:52.230Z,162520307223000
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:17:40.708Z,162520306070800
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:17:37.668Z,162520305766800
"Flop:  [J♥, A♠, 4♣]",2021-07-02T05:17:30.830Z,162520305083000
"""not Krish @ p0RkKY2sKx"" calls 0.70",2021-07-02T05:17:30.023Z,162520305002300
"""NotNa @ xab-egRwTG"" calls 0.70",2021-07-02T05:17:25.107Z,162520304510700
"""Danny @ O7X4xHB9uL"" calls 0.70",2021-07-02T05:17:22.153Z,162520304215300
"""Zek @ TkiNIriU_5"" calls 0.70",2021-07-02T05:17:19.999Z,162520303999900
"""69 @ 1wW4Aha31R"" raises to 0.70",2021-07-02T05:17:10.355Z,162520303035500
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T05:17:01.851Z,162520302185108
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T05:17:01.851Z,162520302185107
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (13.55) | #2 ""Danny @ O7X4xHB9uL"" (21.55) | #3 ""NotNa @ xab-egRwTG"" (13.70) | #6 ""not Krish @ p0RkKY2sKx"" (44.85) | #9 ""69 @ 1wW4Aha31R"" (11.35)",2021-07-02T05:17:01.851Z,162520302185101
"-- starting hand #107  (No Limit Texas Hold'em) (dealer: ""Danny @ O7X4xHB9uL"") --",2021-07-02T05:17:01.851Z,162520302185100
"""not Krish @ p0RkKY2sKx"" shows a 4♣, K♠.",2021-07-02T05:16:58.660Z,162520301866000
"""NotNa @ xab-egRwTG"" shows a 8♠, 6♣.",2021-07-02T05:16:58.475Z,162520301847500
"-- ending hand #106 --",2021-07-02T05:16:57.510Z,162520301751002
"""not Krish @ p0RkKY2sKx"" collected 2.00 from pot",2021-07-02T05:16:57.510Z,162520301751001
"Uncalled bet of 1.00 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T05:16:57.510Z,162520301751000
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:16:56.695Z,162520301669500
"""not Krish @ p0RkKY2sKx"" bets 1.00",2021-07-02T05:16:33.493Z,162520299349300
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:16:29.642Z,162520298964200
"River: 7♠, Q♦, K♥, 8♣ [5♥]",2021-07-02T05:16:27.309Z,162520298730900
"""NotNa @ xab-egRwTG"" calls 0.50",2021-07-02T05:16:26.501Z,162520298650100
"""not Krish @ p0RkKY2sKx"" bets 0.50",2021-07-02T05:16:24.769Z,162520298476900
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:16:20.147Z,162520298014700
"Turn: 7♠, Q♦, K♥ [8♣]",2021-07-02T05:16:13.818Z,162520297381800
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T05:16:13.004Z,162520297300400
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:16:10.536Z,162520297053600
"""not Krish @ p0RkKY2sKx"" bets 0.20",2021-07-02T05:16:04.550Z,162520296455000
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:16:02.738Z,162520296273800
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:16:01.499Z,162520296149900
"Flop:  [7♠, Q♦, K♥]",2021-07-02T05:15:59.928Z,162520295992800
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:15:59.121Z,162520295912100
"""Danny @ O7X4xHB9uL"" calls 0.20",2021-07-02T05:15:57.597Z,162520295759700
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:15:49.255Z,162520294925500
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:15:48.398Z,162520294839800
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T05:15:46.414Z,162520294641400
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T05:15:44.165Z,162520294416508
"""Danny @ O7X4xHB9uL"" posts a small blind of 0.10",2021-07-02T05:15:44.165Z,162520294416507
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (13.55) | #2 ""Danny @ O7X4xHB9uL"" (21.75) | #3 ""NotNa @ xab-egRwTG"" (14.60) | #6 ""not Krish @ p0RkKY2sKx"" (43.75) | #9 ""69 @ 1wW4Aha31R"" (11.35)",2021-07-02T05:15:44.165Z,162520294416501
"-- starting hand #106  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T05:15:44.165Z,162520294416500
"""NotNa @ xab-egRwTG"" shows a 9♦, A♣.",2021-07-02T05:15:41.538Z,162520294153800
"-- ending hand #105 --",2021-07-02T05:15:40.520Z,162520294052002
"""NotNa @ xab-egRwTG"" collected 0.50 from pot",2021-07-02T05:15:40.520Z,162520294052001
"Uncalled bet of 0.50 returned to ""NotNa @ xab-egRwTG""",2021-07-02T05:15:40.520Z,162520294052000
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:15:39.694Z,162520293969400
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:15:33.224Z,162520293322400
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:15:32.374Z,162520293237400
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:15:29.192Z,162520292919200
"""NotNa @ xab-egRwTG"" raises to 0.70",2021-07-02T05:15:26.900Z,162520292690000
"""Danny @ O7X4xHB9uL"" posts a big blind of 0.20",2021-07-02T05:15:22.406Z,162520292240608
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T05:15:22.406Z,162520292240607
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (13.65) | #2 ""Danny @ O7X4xHB9uL"" (21.95) | #3 ""NotNa @ xab-egRwTG"" (14.30) | #6 ""not Krish @ p0RkKY2sKx"" (43.75) | #9 ""69 @ 1wW4Aha31R"" (11.35)",2021-07-02T05:15:22.406Z,162520292240601
"-- starting hand #105  (No Limit Texas Hold'em) (dealer: ""69 @ 1wW4Aha31R"") --",2021-07-02T05:15:22.406Z,162520292240600
"""not Krish @ p0RkKY2sKx"" shows a 4♠, K♦.",2021-07-02T05:15:20.076Z,162520292007600
"""NotNa @ xab-egRwTG"" shows a A♣, 2♠.",2021-07-02T05:15:18.888Z,162520291888800
"-- ending hand #104 --",2021-07-02T05:15:18.069Z,162520291806902
"""not Krish @ p0RkKY2sKx"" collected 2.00 from pot",2021-07-02T05:15:18.069Z,162520291806901
"Uncalled bet of 0.80 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T05:15:18.069Z,162520291806900
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:15:17.260Z,162520291726000
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:15:16.335Z,162520291633500
"""not Krish @ p0RkKY2sKx"" bets 0.80",2021-07-02T05:15:11.125Z,162520291112500
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:15:05.619Z,162520290561900
"""69 @ 1wW4Aha31R"" checks",2021-07-02T05:15:04.131Z,162520290413100
"Flop:  [5♥, 9♣, 10♦]",2021-07-02T05:15:00.919Z,162520290091900
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T05:15:00.112Z,162520290011200
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:14:58.743Z,162520289874300
"""69 @ 1wW4Aha31R"" calls 0.60",2021-07-02T05:14:56.667Z,162520289666700
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T05:14:53.811Z,162520289381100
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T05:14:49.097Z,162520288909700
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:14:47.440Z,162520288744000
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T05:14:35.175Z,162520287517508
"""69 @ 1wW4Aha31R"" posts a small blind of 0.10",2021-07-02T05:14:35.175Z,162520287517507
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (13.85) | #2 ""Danny @ O7X4xHB9uL"" (21.95) | #3 ""NotNa @ xab-egRwTG"" (14.90) | #6 ""not Krish @ p0RkKY2sKx"" (42.35) | #9 ""69 @ 1wW4Aha31R"" (11.95)",2021-07-02T05:14:35.175Z,162520287517501
"-- starting hand #104  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T05:14:35.175Z,162520287517500
"-- ending hand #103 --",2021-07-02T05:14:32.263Z,162520287226302
"""69 @ 1wW4Aha31R"" collected 4.00 from pot",2021-07-02T05:14:32.263Z,162520287226301
"Uncalled bet of 1.00 returned to ""69 @ 1wW4Aha31R""",2021-07-02T05:14:32.263Z,162520287226300
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:14:31.453Z,162520287145300
"""69 @ 1wW4Aha31R"" raises to 2.00",2021-07-02T05:14:26.278Z,162520286627800
"""not Krish @ p0RkKY2sKx"" bets 1.00",2021-07-02T05:14:19.253Z,162520285925300
"Flop:  [2♣, 2♠, 9♠]",2021-07-02T05:14:14.916Z,162520285491600
"""not Krish @ p0RkKY2sKx"" calls 1.00",2021-07-02T05:14:14.107Z,162520285410700
"""69 @ 1wW4Aha31R"" raises to 1.00",2021-07-02T05:14:12.530Z,162520285253000
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T05:14:08.307Z,162520284830700
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:14:02.901Z,162520284290100
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:14:01.244Z,162520284124400
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:13:59.038Z,162520283903800
"""69 @ 1wW4Aha31R"" posts a big blind of 0.20",2021-07-02T05:13:57.705Z,162520283770508
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T05:13:57.705Z,162520283770507
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (13.85) | #2 ""Danny @ O7X4xHB9uL"" (21.95) | #3 ""NotNa @ xab-egRwTG"" (14.90) | #6 ""not Krish @ p0RkKY2sKx"" (44.35) | #9 ""69 @ 1wW4Aha31R"" (9.95)",2021-07-02T05:13:57.705Z,162520283770501
"-- starting hand #103  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T05:13:57.705Z,162520283770500
"""NotNa @ xab-egRwTG"" shows a 2♠, A♣.",2021-07-02T05:13:53.388Z,162520283338800
"-- ending hand #102 --",2021-07-02T05:13:51.160Z,162520283116003
"""not Krish @ p0RkKY2sKx"" shows a 4♠, 5♦.",2021-07-02T05:13:51.160Z,162520283116002
"""69 @ 1wW4Aha31R"" collected 6.00 from pot with Pair, 7's (combination: 7♥, 7♣, A♠, Q♠, 9♥)",2021-07-02T05:13:51.160Z,162520283116001
"""69 @ 1wW4Aha31R"" shows a 7♥, 6♥.",2021-07-02T05:13:51.160Z,162520283116000
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:13:50.350Z,162520283035000
"""69 @ 1wW4Aha31R"" calls 1.00",2021-07-02T05:13:49.446Z,162520282944600
"""not Krish @ p0RkKY2sKx"" bets 1.00",2021-07-02T05:13:36.693Z,162520281669300
"River: 7♣, Q♠, 8♣, 9♥ [A♠]",2021-07-02T05:13:26.166Z,162520280616600
"""69 @ 1wW4Aha31R"" calls 0.80",2021-07-02T05:13:25.362Z,162520280536200
"""not Krish @ p0RkKY2sKx"" calls 0.80",2021-07-02T05:13:20.326Z,162520280032600
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:13:19.423Z,162520279942300
"""Danny @ O7X4xHB9uL"" bets 0.80",2021-07-02T05:13:17.685Z,162520279768500
"""69 @ 1wW4Aha31R"" checks",2021-07-02T05:13:14.880Z,162520279488000
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:13:12.623Z,162520279262300
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:13:10.168Z,162520279016800
"Turn: 7♣, Q♠, 8♣ [9♥]",2021-07-02T05:13:08.032Z,162520278803200
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:13:07.224Z,162520278722400
"""69 @ 1wW4Aha31R"" checks",2021-07-02T05:13:06.262Z,162520278626200
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:13:03.674Z,162520278367400
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:13:02.759Z,162520278275900
"Flop:  [7♣, Q♠, 8♣]",2021-07-02T05:12:56.189Z,162520277618900
"""not Krish @ p0RkKY2sKx"" calls 0.40",2021-07-02T05:12:55.379Z,162520277537900
"""NotNa @ xab-egRwTG"" calls 0.40",2021-07-02T05:12:52.035Z,162520277203500
"""Danny @ O7X4xHB9uL"" calls 0.40",2021-07-02T05:12:47.357Z,162520276735700
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:12:44.279Z,162520276427900
"""69 @ 1wW4Aha31R"" raises to 0.40",2021-07-02T05:12:43.435Z,162520276343500
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T05:12:39.414Z,162520275941408
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T05:12:39.414Z,162520275941407
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (13.85) | #2 ""Danny @ O7X4xHB9uL"" (23.15) | #3 ""NotNa @ xab-egRwTG"" (15.30) | #6 ""not Krish @ p0RkKY2sKx"" (46.55) | #9 ""69 @ 1wW4Aha31R"" (6.15)",2021-07-02T05:12:39.414Z,162520275941401
"-- starting hand #102  (No Limit Texas Hold'em) (dealer: ""Danny @ O7X4xHB9uL"") --",2021-07-02T05:12:39.414Z,162520275941400
"""Zek @ TkiNIriU_5"" shows a A♠, 9♠.",2021-07-02T05:12:36.989Z,162520275698900
"""NotNa @ xab-egRwTG"" shows a K♥, K♠.",2021-07-02T05:12:35.893Z,162520275589300
"-- ending hand #101 --",2021-07-02T05:12:35.108Z,162520275510802
"""NotNa @ xab-egRwTG"" collected 1.70 from pot",2021-07-02T05:12:35.108Z,162520275510801
"Uncalled bet of 13.60 returned to ""NotNa @ xab-egRwTG""",2021-07-02T05:12:35.108Z,162520275510800
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:12:34.300Z,162520275430000
"""NotNa @ xab-egRwTG"" raises to 14.40 and go all in",2021-07-02T05:12:25.006Z,162520274500600
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:12:15.173Z,162520273517300
"""Zek @ TkiNIriU_5"" raises to 0.80",2021-07-02T05:12:13.320Z,162520273332000
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:12:09.366Z,162520272936600
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:12:06.023Z,162520272602300
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T05:12:03.855Z,162520272385508
"""Danny @ O7X4xHB9uL"" posts a small blind of 0.10",2021-07-02T05:12:03.855Z,162520272385507
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (14.65) | #2 ""Danny @ O7X4xHB9uL"" (23.25) | #3 ""NotNa @ xab-egRwTG"" (14.40) | #6 ""not Krish @ p0RkKY2sKx"" (46.55) | #9 ""69 @ 1wW4Aha31R"" (6.15)",2021-07-02T05:12:03.855Z,162520272385501
"-- starting hand #101  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T05:12:03.855Z,162520272385500
"""Danny @ O7X4xHB9uL"" shows a 4♦, 9♦.",2021-07-02T05:12:01.759Z,162520272175900
"-- ending hand #100 --",2021-07-02T05:12:00.238Z,162520272023802
"""not Krish @ p0RkKY2sKx"" collected 6.70 from pot",2021-07-02T05:12:00.238Z,162520272023801
"Uncalled bet of 3.35 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T05:12:00.238Z,162520272023800
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:11:59.424Z,162520271942400
"""not Krish @ p0RkKY2sKx"" bets 3.35",2021-07-02T05:11:45.226Z,162520270522600
"River: 3♦, 5♦, Q♠, A♠ [7♦]",2021-07-02T05:11:36.348Z,162520269634800
"""not Krish @ p0RkKY2sKx"" calls 2.30",2021-07-02T05:11:35.540Z,162520269554000
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:11:32.997Z,162520269299700
"""69 @ 1wW4Aha31R"" raises to 2.30",2021-07-02T05:11:28.200Z,162520268820000
"""not Krish @ p0RkKY2sKx"" bets 1.05",2021-07-02T05:11:16.562Z,162520267656200
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:11:13.705Z,162520267370500
"Turn: 3♦, 5♦, Q♠ [A♠]",2021-07-02T05:11:11.596Z,162520267159600
"""69 @ 1wW4Aha31R"" checks",2021-07-02T05:11:10.773Z,162520267077300
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:11:03.191Z,162520266319100
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:11:01.107Z,162520266110700
"Flop:  [3♦, 5♦, Q♠]",2021-07-02T05:10:58.056Z,162520265805600
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T05:10:57.251Z,162520265725100
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:10:55.444Z,162520265544400
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:10:47.449Z,162520264744900
"""69 @ 1wW4Aha31R"" calls 0.60",2021-07-02T05:10:46.598Z,162520264659800
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T05:10:42.461Z,162520264246100
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T05:10:34.187Z,162520263418700
"""Danny @ O7X4xHB9uL"" posts a big blind of 0.20",2021-07-02T05:10:25.063Z,162520262506308
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T05:10:25.063Z,162520262506307
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (14.75) | #2 ""Danny @ O7X4xHB9uL"" (23.45) | #3 ""NotNa @ xab-egRwTG"" (15.00) | #6 ""not Krish @ p0RkKY2sKx"" (42.75) | #9 ""69 @ 1wW4Aha31R"" (9.05)",2021-07-02T05:10:25.063Z,162520262506301
"-- starting hand #100  (No Limit Texas Hold'em) (dealer: ""69 @ 1wW4Aha31R"") --",2021-07-02T05:10:25.063Z,162520262506300
"""not Krish @ p0RkKY2sKx"" shows a J♠, 7♥.",2021-07-02T05:10:22.344Z,162520262234400
"""Danny @ O7X4xHB9uL"" shows a 5♣, 3♣.",2021-07-02T05:10:21.740Z,162520262174000
"-- ending hand #99 --",2021-07-02T05:10:20.753Z,162520262075302
"""Danny @ O7X4xHB9uL"" collected 1.50 from pot",2021-07-02T05:10:20.753Z,162520262075301
"Uncalled bet of 0.75 returned to ""Danny @ O7X4xHB9uL""",2021-07-02T05:10:20.753Z,162520262075300
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:10:19.944Z,162520261994400
"""Danny @ O7X4xHB9uL"" bets 0.75",2021-07-02T05:10:15.060Z,162520261506000
"Flop:  [4♥, 2♣, 8♣]",2021-07-02T05:10:07.484Z,162520260748400
"""Danny @ O7X4xHB9uL"" calls 0.60",2021-07-02T05:10:06.669Z,162520260666900
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:10:00.209Z,162520260020900
"""69 @ 1wW4Aha31R"" folds",2021-07-02T05:09:59.357Z,162520259935700
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T05:09:57.149Z,162520259714900
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:09:54.832Z,162520259483200
"""Danny @ O7X4xHB9uL"" calls 0.20",2021-07-02T05:09:50.102Z,162520259010200
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T05:09:47.742Z,162520258774209
"""69 @ 1wW4Aha31R"" posts a small blind of 0.10",2021-07-02T05:09:47.742Z,162520258774208
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (14.95) | #2 ""Danny @ O7X4xHB9uL"" (22.55) | #3 ""NotNa @ xab-egRwTG"" (15.00) | #6 ""not Krish @ p0RkKY2sKx"" (43.35) | #9 ""69 @ 1wW4Aha31R"" (9.15)",2021-07-02T05:09:47.742Z,162520258774202
"-- starting hand #99  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T05:09:47.742Z,162520258774201
"The player ""NotNa @ xab-egRwTG"" joined the game with a stack of 15.00.",2021-07-02T05:09:47.742Z,162520258774200
"-- ending hand #98 --",2021-07-02T05:09:41.703Z,162520258170304
"""69 @ 1wW4Aha31R"" collected 0.80 from pot with Two Pair, K's & 10's (combination: K♦, K♣, 10♣, 10♦, A♣)",2021-07-02T05:09:41.703Z,162520258170303
"""69 @ 1wW4Aha31R"" shows a 5♦, 10♣.",2021-07-02T05:09:41.703Z,162520258170302
"""not Krish @ p0RkKY2sKx"" collected 0.80 from pot with Two Pair, K's & 10's (combination: K♦, K♣, 10♥, 10♦, A♣)",2021-07-02T05:09:41.703Z,162520258170301
"""not Krish @ p0RkKY2sKx"" shows a 10♥, 3♥.",2021-07-02T05:09:41.703Z,162520258170300
"""69 @ 1wW4Aha31R"" calls 0.20",2021-07-02T05:09:40.894Z,162520258089400
"""not Krish @ p0RkKY2sKx"" bets 0.20",2021-07-02T05:09:39.268Z,162520257926800
"River: K♦, K♣, 10♦, J♣ [A♣]",2021-07-02T05:09:38.406Z,162520257840600
"""69 @ 1wW4Aha31R"" calls 0.20",2021-07-02T05:09:37.597Z,162520257759700
"""not Krish @ p0RkKY2sKx"" bets 0.20",2021-07-02T05:09:35.613Z,162520257561300
"Turn: K♦, K♣, 10♦ [J♣]",2021-07-02T05:09:33.506Z,162520257350600
"""69 @ 1wW4Aha31R"" calls 0.20",2021-07-02T05:09:32.697Z,162520257269700
"""not Krish @ p0RkKY2sKx"" bets 0.20",2021-07-02T05:09:29.191Z,162520256919100
"Flop:  [K♦, K♣, 10♦]",2021-07-02T05:09:26.250Z,162520256625000
"""69 @ 1wW4Aha31R"" checks",2021-07-02T05:09:25.443Z,162520256544300
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T05:09:21.952Z,162520256195200
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:09:20.492Z,162520256049200
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:09:19.514Z,162520255951400
"""69 @ 1wW4Aha31R"" posts a big blind of 0.20",2021-07-02T05:09:17.632Z,162520255763207
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T05:09:17.632Z,162520255763206
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (14.95) | #2 ""Danny @ O7X4xHB9uL"" (22.55) | #6 ""not Krish @ p0RkKY2sKx"" (43.35) | #9 ""69 @ 1wW4Aha31R"" (9.15)",2021-07-02T05:09:17.632Z,162520255763201
"-- starting hand #98  (No Limit Texas Hold'em) (dealer: ""Danny @ O7X4xHB9uL"") --",2021-07-02T05:09:17.632Z,162520255763200
"""69 @ 1wW4Aha31R"" shows a 4♠, 4♦.",2021-07-02T05:09:15.594Z,162520255559400
"-- ending hand #97 --",2021-07-02T05:09:14.006Z,162520255400602
"""69 @ 1wW4Aha31R"" collected 2.40 from pot",2021-07-02T05:09:14.006Z,162520255400601
"Uncalled bet of 1.80 returned to ""69 @ 1wW4Aha31R""",2021-07-02T05:09:14.006Z,162520255400600
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:09:13.191Z,162520255319100
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:09:11.283Z,162520255128300
"""69 @ 1wW4Aha31R"" bets 1.80",2021-07-02T05:09:08.739Z,162520254873900
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:08:58.842Z,162520253884200
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:08:56.863Z,162520253686300
"Flop:  [8♥, 8♠, 5♦]",2021-07-02T05:08:53.861Z,162520253386100
"""not Krish @ p0RkKY2sKx"" calls 0.80",2021-07-02T05:08:53.030Z,162520253303000
