entry,at,order
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (15.29) | #2 ""Danny @ O7X4xHB9uL"" (20.97) | #3 ""NotNa @ xab-egRwTG"" (15.06) | #4 ""42069 @ jCGMIB8Sfm"" (6.15) | #6 ""not Krish @ p0RkKY2sKx"" (67.53)",2021-07-02T05:39:27.704Z,162520436770402
"-- starting hand #125  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T05:39:27.704Z,162520436770401
"The player ""NotNa @ xab-egRwTG"" joined the game with a stack of 15.06.",2021-07-02T05:39:27.704Z,162520436770400
"""not Krish @ p0RkKY2sKx"" shows a 3♠, 7♦.",2021-07-02T05:39:22.731Z,162520436273100
"-- ending hand #124 --",2021-07-02T05:39:21.153Z,162520436115302
"""Danny @ O7X4xHB9uL"" collected 5.20 from pot with Flush, Ad High (combination: A♦, 10♦, 6♦, 5♦, 3♦)",2021-07-02T05:39:21.153Z,162520436115301
"""Danny @ O7X4xHB9uL"" shows a 10♦, J♣.",2021-07-02T05:39:21.153Z,162520436115300
"""not Krish @ p0RkKY2sKx"" calls 1.30",2021-07-02T05:39:20.331Z,162520436033100
"""Danny @ O7X4xHB9uL"" bets 1.30",2021-07-02T05:39:19.265Z,162520435926500
"River: 3♦, 6♦, 5♦, A♦ [Q♥]",2021-07-02T05:39:14.838Z,162520435483800
"""not Krish @ p0RkKY2sKx"" calls 0.65",2021-07-02T05:39:14.028Z,162520435402800
"""Danny @ O7X4xHB9uL"" bets 0.65",2021-07-02T05:39:13.069Z,162520435306900
"Turn: 3♦, 6♦, 5♦ [A♦]",2021-07-02T05:39:06.767Z,162520434676700
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:39:05.921Z,162520434592100
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:39:04.367Z,162520434436700
"Flop:  [3♦, 6♦, 5♦]",2021-07-02T05:38:42.837Z,162520432283700
"""not Krish @ p0RkKY2sKx"" calls 0.60",2021-07-02T05:38:42.029Z,162520432202900
"""Danny @ O7X4xHB9uL"" raises to 0.60",2021-07-02T05:38:39.101Z,162520431910100
"The player ""NotNa @ xab-egRwTG"" sit back with the stack of 15.06.",2021-07-02T05:38:35.558Z,162520431555800
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:38:33.270Z,162520431327000
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T05:38:31.541Z,162520431154100
"""42069 @ jCGMIB8Sfm"" folds",2021-07-02T05:38:25.859Z,162520430585900
"""Danny @ O7X4xHB9uL"" posts a big blind of 0.20",2021-07-02T05:38:23.306Z,162520430330608
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T05:38:23.306Z,162520430330607
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (15.39) | #2 ""Danny @ O7X4xHB9uL"" (18.32) | #4 ""42069 @ jCGMIB8Sfm"" (6.15) | #6 ""not Krish @ p0RkKY2sKx"" (70.08)",2021-07-02T05:38:23.306Z,162520430330602
"-- starting hand #124  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T05:38:23.306Z,162520430330601
"The player ""NotNa @ xab-egRwTG"" stand up with the stack of 15.06.",2021-07-02T05:38:23.306Z,162520430330600
"""Zek @ TkiNIriU_5"" shows a 2♠, 8♠.",2021-07-02T05:38:19.600Z,162520429960000
"-- ending hand #123 --",2021-07-02T05:38:16.786Z,162520429678602
"""not Krish @ p0RkKY2sKx"" collected 4.80 from pot with Two Pair, 9's & 5's (combination: 9♠, 9♥, 5♠, 5♥, K♣)",2021-07-02T05:38:16.786Z,162520429678601
"""not Krish @ p0RkKY2sKx"" shows a 9♠, K♣.",2021-07-02T05:38:16.786Z,162520429678600
"""Zek @ TkiNIriU_5"" checks",2021-07-02T05:38:15.970Z,162520429597000
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:38:14.378Z,162520429437800
"River: 8♦, 5♠, 4♠, 9♥ [5♥]",2021-07-02T05:38:10.458Z,162520429045800
"""Zek @ TkiNIriU_5"" calls 1.60",2021-07-02T05:38:09.649Z,162520428964900
"""not Krish @ p0RkKY2sKx"" bets 1.60",2021-07-02T05:38:05.071Z,162520428507100
"Turn: 8♦, 5♠, 4♠ [9♥]",2021-07-02T05:38:00.269Z,162520428026900
"""not Krish @ p0RkKY2sKx"" calls 0.40",2021-07-02T05:37:59.431Z,162520427943100
"""42069 @ jCGMIB8Sfm"" folds",2021-07-02T05:37:55.696Z,162520427569600
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:37:54.686Z,162520427468600
"""Zek @ TkiNIriU_5"" bets 0.40",2021-07-02T05:37:40.706Z,162520426070600
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:37:30.296Z,162520425029600
"Flop:  [8♦, 5♠, 4♠]",2021-07-02T05:37:27.569Z,162520424756900
"""Zek @ TkiNIriU_5"" checks",2021-07-02T05:37:26.761Z,162520424676100
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T05:37:06.168Z,162520422616800
"""42069 @ jCGMIB8Sfm"" calls 0.20",2021-07-02T05:37:04.485Z,162520422448500
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:37:01.654Z,162520422165400
"""Danny @ O7X4xHB9uL"" calls 0.20",2021-07-02T05:36:59.139Z,162520421913900
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T05:36:50.775Z,162520421077508
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T05:36:50.775Z,162520421077507
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (17.59) | #2 ""Danny @ O7X4xHB9uL"" (18.52) | #3 ""NotNa @ xab-egRwTG"" (15.06) | #4 ""42069 @ jCGMIB8Sfm"" (6.35) | #6 ""not Krish @ p0RkKY2sKx"" (67.48)",2021-07-02T05:36:50.775Z,162520421077501
"-- starting hand #123  (No Limit Texas Hold'em) (dealer: ""42069 @ jCGMIB8Sfm"") --",2021-07-02T05:36:50.775Z,162520421077500
"""not Krish @ p0RkKY2sKx"" shows a 10♦, 6♠.",2021-07-02T05:36:48.111Z,162520420811100
"""Danny @ O7X4xHB9uL"" shows a 10♣, Q♣.",2021-07-02T05:36:47.137Z,162520420713700
"-- ending hand #122 --",2021-07-02T05:36:46.467Z,162520420646702
"""not Krish @ p0RkKY2sKx"" collected 15.16 from pot",2021-07-02T05:36:46.467Z,162520420646701
"Uncalled bet of 18.52 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T05:36:46.467Z,162520420646700
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:36:45.659Z,162520420565900
"""not Krish @ p0RkKY2sKx"" bets 18.52 and go all in",2021-07-02T05:36:42.623Z,162520420262300
"River: 10♠, 2♦, 6♣, 8♣ [8♦]",2021-07-02T05:36:38.824Z,162520419882400
"""Danny @ O7X4xHB9uL"" calls 3.79",2021-07-02T05:36:38.015Z,162520419801500
"""not Krish @ p0RkKY2sKx"" bets 3.79",2021-07-02T05:36:36.011Z,162520419601100
"Turn: 10♠, 2♦, 6♣ [8♣]",2021-07-02T05:36:29.021Z,162520418902100
"""Danny @ O7X4xHB9uL"" calls 2.84",2021-07-02T05:36:28.198Z,162520418819800
"""not Krish @ p0RkKY2sKx"" raises to 2.84",2021-07-02T05:36:24.295Z,162520418429500
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:36:19.601Z,162520417960100
"""Danny @ O7X4xHB9uL"" bets 1.42",2021-07-02T05:36:13.232Z,162520417323200
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:36:07.314Z,162520416731400
"Flop:  [10♠, 2♦, 6♣]",2021-07-02T05:36:04.066Z,162520416406600
"""not Krish @ p0RkKY2sKx"" calls 0.60",2021-07-02T05:36:03.255Z,162520416325500
"""42069 @ jCGMIB8Sfm"" folds",2021-07-02T05:36:00.696Z,162520416069600
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T05:35:59.734Z,162520415973400
"""Danny @ O7X4xHB9uL"" raises to 0.60",2021-07-02T05:35:57.485Z,162520415748500
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:35:42.815Z,162520414281500
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T05:35:39.714Z,162520413971408
"""42069 @ jCGMIB8Sfm"" posts a small blind of 0.10",2021-07-02T05:35:39.714Z,162520413971407
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (17.59) | #2 ""Danny @ O7X4xHB9uL"" (25.75) | #3 ""NotNa @ xab-egRwTG"" (15.66) | #4 ""42069 @ jCGMIB8Sfm"" (6.45) | #6 ""not Krish @ p0RkKY2sKx"" (59.55)",2021-07-02T05:35:39.714Z,162520413971401
"-- starting hand #122  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T05:35:39.714Z,162520413971400
"""NotNa @ xab-egRwTG"" shows a 5♦, A♦.",2021-07-02T05:35:36.280Z,162520413628000
"-- ending hand #121 --",2021-07-02T05:35:33.202Z,162520413320203
"""not Krish @ p0RkKY2sKx"" shows a 5♠, A♠.",2021-07-02T05:35:33.202Z,162520413320202
"""Zek @ TkiNIriU_5"" collected 9.28 from pot with Two Pair, K's & 10's (combination: K♦, K♥, 10♦, 10♠, 6♦)",2021-07-02T05:35:33.202Z,162520413320201
"""Zek @ TkiNIriU_5"" shows a 10♦, K♦.",2021-07-02T05:35:33.202Z,162520413320200
"""Zek @ TkiNIriU_5"" calls 2.84",2021-07-02T05:35:32.385Z,162520413238500
"""not Krish @ p0RkKY2sKx"" raises to 2.84",2021-07-02T05:35:28.007Z,162520412800700
"""Zek @ TkiNIriU_5"" bets 1.42",2021-07-02T05:35:24.689Z,162520412468900
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:35:03.611Z,162520410361100
"River: 10♠, K♥, 6♦, 2♠ [2♦]",2021-07-02T05:35:01.231Z,162520410123100
"""not Krish @ p0RkKY2sKx"" calls 0.80",2021-07-02T05:35:00.422Z,162520410042200
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:34:59.187Z,162520409918700
"""Zek @ TkiNIriU_5"" bets 0.80",2021-07-02T05:34:29.092Z,162520406909200
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:34:23.695Z,162520406369500
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:34:20.556Z,162520406055600
"Turn: 10♠, K♥, 6♦ [2♠]",2021-07-02T05:34:13.927Z,162520405392700
"""Zek @ TkiNIriU_5"" checks",2021-07-02T05:34:13.118Z,162520405311800
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:34:11.041Z,162520405104100
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:34:07.411Z,162520404741100
"Flop:  [10♠, K♥, 6♦]",2021-07-02T05:34:03.003Z,162520404300300
"""42069 @ jCGMIB8Sfm"" folds",2021-07-02T05:34:02.170Z,162520404217000
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T05:34:00.947Z,162520404094700
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:33:59.106Z,162520403910600
"""Zek @ TkiNIriU_5"" calls 0.60",2021-07-02T05:33:58.028Z,162520403802800
"""not Krish @ p0RkKY2sKx"" raises to 0.60",2021-07-02T05:33:50.576Z,162520403057600
"""42069 @ jCGMIB8Sfm"" posts a big blind of 0.20",2021-07-02T05:33:43.357Z,162520402335708
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T05:33:43.357Z,162520402335707
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (12.55) | #2 ""Danny @ O7X4xHB9uL"" (25.75) | #3 ""NotNa @ xab-egRwTG"" (16.26) | #4 ""42069 @ jCGMIB8Sfm"" (6.65) | #6 ""not Krish @ p0RkKY2sKx"" (63.79)",2021-07-02T05:33:43.357Z,162520402335701
"-- starting hand #121  (No Limit Texas Hold'em) (dealer: ""Danny @ O7X4xHB9uL"") --",2021-07-02T05:33:43.357Z,162520402335700
"""NotNa @ xab-egRwTG"" shows a 3♥, 8♣.",2021-07-02T05:33:40.198Z,162520402019800
"""not Krish @ p0RkKY2sKx"" shows a K♥, 8♥.",2021-07-02T05:33:39.560Z,162520401956000
"-- ending hand #120 --",2021-07-02T05:33:39.018Z,162520401901802
"""not Krish @ p0RkKY2sKx"" collected 0.60 from pot",2021-07-02T05:33:39.018Z,162520401901801
"Uncalled bet of 0.20 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T05:33:39.018Z,162520401901800
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:33:38.208Z,162520401820800
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:33:37.302Z,162520401730200
"""not Krish @ p0RkKY2sKx"" bets 0.20",2021-07-02T05:33:25.135Z,162520400513500
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:33:23.116Z,162520400311600
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:33:21.870Z,162520400187000
"Turn: J♣, 7♦, A♠ [5♠]",2021-07-02T05:33:12.088Z,162520399208800
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:33:11.279Z,162520399127900
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:33:08.787Z,162520398878700
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:33:07.342Z,162520398734200
"Flop:  [J♣, 7♦, A♠]",2021-07-02T05:32:55.381Z,162520397538100
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:32:54.573Z,162520397457300
"""Danny @ O7X4xHB9uL"" calls 0.20",2021-07-02T05:32:50.906Z,162520397090600
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:32:46.660Z,162520396666000
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T05:32:45.812Z,162520396581200
"""42069 @ jCGMIB8Sfm"" folds",2021-07-02T05:32:43.692Z,162520396369200
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T05:32:40.223Z,162520396022308
"""Danny @ O7X4xHB9uL"" posts a small blind of 0.10",2021-07-02T05:32:40.223Z,162520396022307
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (12.55) | #2 ""Danny @ O7X4xHB9uL"" (25.95) | #3 ""NotNa @ xab-egRwTG"" (16.46) | #4 ""42069 @ jCGMIB8Sfm"" (6.65) | #6 ""not Krish @ p0RkKY2sKx"" (63.39)",2021-07-02T05:32:40.223Z,162520396022301
"-- starting hand #120  (No Limit Texas Hold'em) (dealer: ""Zek @ TkiNIriU_5"") --",2021-07-02T05:32:40.223Z,162520396022300
"""NotNa @ xab-egRwTG"" shows a J♠, 3♠.",2021-07-02T05:32:38.406Z,162520395840600
"""not Krish @ p0RkKY2sKx"" shows a 8♥, K♣.",2021-07-02T05:32:37.975Z,162520395797500
"-- ending hand #119 --",2021-07-02T05:32:35.896Z,162520395589602
"""not Krish @ p0RkKY2sKx"" collected 9.00 from pot",2021-07-02T05:32:35.896Z,162520395589601
"Uncalled bet of 4.50 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T05:32:35.896Z,162520395589600
"""42069 @ jCGMIB8Sfm"" folds",2021-07-02T05:32:35.085Z,162520395508500
"""not Krish @ p0RkKY2sKx"" bets 4.50",2021-07-02T05:32:32.696Z,162520395269600
"""42069 @ jCGMIB8Sfm"" checks",2021-07-02T05:32:28.051Z,162520394805100
"River: 4♣, 8♦, 4♠, K♥ [Q♣]",2021-07-02T05:32:21.193Z,162520394119300
"""not Krish @ p0RkKY2sKx"" calls 2.25",2021-07-02T05:32:20.386Z,162520394038600
"""42069 @ jCGMIB8Sfm"" bets 2.25",2021-07-02T05:32:01.702Z,162520392170200
"Turn: 4♣, 8♦, 4♠ [K♥]",2021-07-02T05:31:39.427Z,162520389942700
"""42069 @ jCGMIB8Sfm"" calls 1.00",2021-07-02T05:31:38.618Z,162520389861800
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:31:33.350Z,162520389335000
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:31:26.185Z,162520388618500
"""not Krish @ p0RkKY2sKx"" bets 1.00",2021-07-02T05:31:19.279Z,162520387927900
"""42069 @ jCGMIB8Sfm"" checks",2021-07-02T05:31:15.199Z,162520387519900
"""NotNa @ xab-egRwTG"" checks",2021-07-02T05:31:13.007Z,162520387300700
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:31:10.616Z,162520387061600
"Flop:  [4♣, 8♦, 4♠]",2021-07-02T05:31:08.178Z,162520386817800
"""NotNa @ xab-egRwTG"" calls 0.60",2021-07-02T05:31:07.370Z,162520386737000
"""Danny @ O7X4xHB9uL"" calls 0.60",2021-07-02T05:31:05.511Z,162520386551100
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:31:01.248Z,162520386124800
"""not Krish @ p0RkKY2sKx"" calls 0.60",2021-07-02T05:31:00.391Z,162520386039100
"""42069 @ jCGMIB8Sfm"" raises to 0.60",2021-07-02T05:30:58.719Z,162520385871900
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T05:30:53.182Z,162520385318200
"""Danny @ O7X4xHB9uL"" posts a big blind of 0.20",2021-07-02T05:30:46.307Z,162520384630708
"""Zek @ TkiNIriU_5"" posts a small blind of 0.10",2021-07-02T05:30:46.307Z,162520384630707
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (12.65) | #2 ""Danny @ O7X4xHB9uL"" (26.55) | #3 ""NotNa @ xab-egRwTG"" (17.06) | #4 ""42069 @ jCGMIB8Sfm"" (10.50) | #6 ""not Krish @ p0RkKY2sKx"" (58.24)",2021-07-02T05:30:46.307Z,162520384630701
"-- starting hand #119  (No Limit Texas Hold'em) (dealer: ""not Krish @ p0RkKY2sKx"") --",2021-07-02T05:30:46.307Z,162520384630700
"""Zek @ TkiNIriU_5"" shows a J♣, 6♥.",2021-07-02T05:30:43.434Z,162520384343400
"""not Krish @ p0RkKY2sKx"" shows a 8♥, 9♣.",2021-07-02T05:30:43.073Z,162520384307300
"""NotNa @ xab-egRwTG"" shows a K♥, 4♣.",2021-07-02T05:30:41.838Z,162520384183800
"-- ending hand #118 --",2021-07-02T05:30:41.258Z,162520384125802
"""NotNa @ xab-egRwTG"" collected 1.00 from pot",2021-07-02T05:30:41.258Z,162520384125801
"Uncalled bet of 0.75 returned to ""NotNa @ xab-egRwTG""",2021-07-02T05:30:41.258Z,162520384125800
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:30:40.450Z,162520384045000
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:30:38.998Z,162520383899800
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:30:35.677Z,162520383567700
"""42069 @ jCGMIB8Sfm"" folds",2021-07-02T05:30:32.432Z,162520383243200
"""NotNa @ xab-egRwTG"" bets 0.75",2021-07-02T05:30:29.742Z,162520382974200
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:30:26.601Z,162520382660100
"""Zek @ TkiNIriU_5"" checks",2021-07-02T05:30:24.464Z,162520382446400
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:30:21.973Z,162520382197300
"Flop:  [2♣, K♦, J♦]",2021-07-02T05:30:20.015Z,162520382001500
"""Zek @ TkiNIriU_5"" checks",2021-07-02T05:30:19.198Z,162520381919800
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T05:30:17.005Z,162520381700500
"""42069 @ jCGMIB8Sfm"" calls 0.20",2021-07-02T05:30:10.118Z,162520381011800
"""NotNa @ xab-egRwTG"" calls 0.20",2021-07-02T05:30:08.023Z,162520380802300
"""Danny @ O7X4xHB9uL"" calls 0.20",2021-07-02T05:29:59.796Z,162520379979600
"""Zek @ TkiNIriU_5"" posts a big blind of 0.20",2021-07-02T05:29:57.232Z,162520379723208
"""not Krish @ p0RkKY2sKx"" posts a small blind of 0.10",2021-07-02T05:29:57.232Z,162520379723207
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (12.85) | #2 ""Danny @ O7X4xHB9uL"" (26.75) | #3 ""NotNa @ xab-egRwTG"" (16.26) | #4 ""42069 @ jCGMIB8Sfm"" (10.70) | #6 ""not Krish @ p0RkKY2sKx"" (58.44)",2021-07-02T05:29:57.232Z,162520379723201
"-- starting hand #118  (No Limit Texas Hold'em) (dealer: ""42069 @ jCGMIB8Sfm"") --",2021-07-02T05:29:57.232Z,162520379723200
"""not Krish @ p0RkKY2sKx"" shows a 7♠, K♦.",2021-07-02T05:29:54.165Z,162520379416500
"-- ending hand #117 --",2021-07-02T05:29:53.619Z,162520379361902
"""not Krish @ p0RkKY2sKx"" collected 1.30 from pot",2021-07-02T05:29:53.619Z,162520379361901
"Uncalled bet of 0.65 returned to ""not Krish @ p0RkKY2sKx""",2021-07-02T05:29:53.619Z,162520379361900
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:29:52.810Z,162520379281000
"""not Krish @ p0RkKY2sKx"" bets 0.65",2021-07-02T05:29:48.474Z,162520378847400
"Turn: 5♣, K♣, Q♥ [6♥]",2021-07-02T05:29:45.390Z,162520378539000
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:29:44.583Z,162520378458300
"""not Krish @ p0RkKY2sKx"" checks",2021-07-02T05:29:41.661Z,162520378166100
"Flop:  [5♣, K♣, Q♥]",2021-07-02T05:29:39.692Z,162520377969200
"""not Krish @ p0RkKY2sKx"" calls 0.60",2021-07-02T05:29:38.883Z,162520377888300
"""42069 @ jCGMIB8Sfm"" folds",2021-07-02T05:29:35.883Z,162520377588300
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:29:33.767Z,162520377376700
"""Danny @ O7X4xHB9uL"" raises to 0.60",2021-07-02T05:29:31.645Z,162520377164500
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:29:15.676Z,162520375567600
"""not Krish @ p0RkKY2sKx"" posts a big blind of 0.20",2021-07-02T05:29:14.379Z,162520375437908
"""42069 @ jCGMIB8Sfm"" posts a small blind of 0.10",2021-07-02T05:29:14.379Z,162520375437907
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (12.85) | #2 ""Danny @ O7X4xHB9uL"" (27.35) | #3 ""NotNa @ xab-egRwTG"" (16.26) | #4 ""42069 @ jCGMIB8Sfm"" (10.80) | #6 ""not Krish @ p0RkKY2sKx"" (57.74)",2021-07-02T05:29:14.379Z,162520375437901
"-- starting hand #117  (No Limit Texas Hold'em) (dealer: ""NotNa @ xab-egRwTG"") --",2021-07-02T05:29:14.379Z,162520375437900
"""Zek @ TkiNIriU_5"" shows a A♥, 9♣.",2021-07-02T05:29:12.266Z,162520375226600
"""not Krish @ p0RkKY2sKx"" shows a 10♠, 7♣.",2021-07-02T05:29:10.506Z,162520375050600
"-- ending hand #116 --",2021-07-02T05:29:10.050Z,162520375005002
"""Zek @ TkiNIriU_5"" collected 2.50 from pot",2021-07-02T05:29:10.050Z,162520375005001
"Uncalled bet of 1.50 returned to ""Zek @ TkiNIriU_5""",2021-07-02T05:29:10.050Z,162520375005000
"""42069 @ jCGMIB8Sfm"" folds",2021-07-02T05:29:09.240Z,162520374924000
"""Zek @ TkiNIriU_5"" bets 1.50",2021-07-02T05:29:03.319Z,162520374331900
"""42069 @ jCGMIB8Sfm"" checks",2021-07-02T05:28:57.518Z,162520373751800
"River: 6♥, 9♠, 4♣, 7♠ [7♥]",2021-07-02T05:28:30.991Z,162520371099100
"""42069 @ jCGMIB8Sfm"" calls 0.60",2021-07-02T05:28:30.184Z,162520371018400
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:28:27.466Z,162520370746600
"""Zek @ TkiNIriU_5"" bets 0.60",2021-07-02T05:28:23.066Z,162520370306600
"""42069 @ jCGMIB8Sfm"" checks",2021-07-02T05:28:18.247Z,162520369824700
"Turn: 6♥, 9♠, 4♣ [7♠]",2021-07-02T05:28:10.617Z,162520369061700
"""Danny @ O7X4xHB9uL"" checks",2021-07-02T05:28:09.789Z,162520368978900
"""Zek @ TkiNIriU_5"" checks",2021-07-02T05:28:08.814Z,162520368881400
"""42069 @ jCGMIB8Sfm"" checks",2021-07-02T05:28:07.445Z,162520368744500
"Flop:  [6♥, 9♠, 4♣]",2021-07-02T05:28:01.806Z,162520368180600
"""Danny @ O7X4xHB9uL"" calls 0.40",2021-07-02T05:28:00.983Z,162520368098300
"""Zek @ TkiNIriU_5"" calls 0.40",2021-07-02T05:27:57.379Z,162520367737900
"""42069 @ jCGMIB8Sfm"" raises to 0.40",2021-07-02T05:27:52.289Z,162520367228900
"""NotNa @ xab-egRwTG"" folds",2021-07-02T05:27:48.886Z,162520366888600
"""Danny @ O7X4xHB9uL"" calls 0.20",2021-07-02T05:27:47.565Z,162520366756500
"""Zek @ TkiNIriU_5"" calls 0.20",2021-07-02T05:27:44.469Z,162520366446900
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:27:38.332Z,162520365833200
"""42069 @ jCGMIB8Sfm"" posts a big blind of 0.20",2021-07-02T05:27:34.920Z,162520365492008
"""NotNa @ xab-egRwTG"" posts a small blind of 0.10",2021-07-02T05:27:34.920Z,162520365492007
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (11.35) | #2 ""Danny @ O7X4xHB9uL"" (27.75) | #3 ""NotNa @ xab-egRwTG"" (16.36) | #4 ""42069 @ jCGMIB8Sfm"" (11.80) | #6 ""not Krish @ p0RkKY2sKx"" (57.74)",2021-07-02T05:27:34.920Z,162520365492001
"-- starting hand #116  (No Limit Texas Hold'em) (dealer: ""Danny @ O7X4xHB9uL"") --",2021-07-02T05:27:34.920Z,162520365492000
"""not Krish @ p0RkKY2sKx"" shows a 7♣, Q♠.",2021-07-02T05:27:31.632Z,162520365163200
"""NotNa @ xab-egRwTG"" shows a A♣, 10♦.",2021-07-02T05:27:31.023Z,162520365102300
"-- ending hand #115 --",2021-07-02T05:27:30.605Z,162520365060502
"""NotNa @ xab-egRwTG"" collected 1.50 from pot",2021-07-02T05:27:30.605Z,162520365060501
"Uncalled bet of 1.12 returned to ""NotNa @ xab-egRwTG""",2021-07-02T05:27:30.605Z,162520365060500
"""not Krish @ p0RkKY2sKx"" folds",2021-07-02T05:27:29.782Z,162520364978200
"""NotNa @ xab-egRwTG"" bets 1.12",2021-07-02T05:27:26.333Z,162520364633300
"Flop:  [6♣, 6♦, 10♣]",2021-07-02T05:27:19.843Z,162520363984300
"""not Krish @ p0RkKY2sKx"" calls 0.70",2021-07-02T05:27:19.035Z,162520363903500
"""NotNa @ xab-egRwTG"" raises to 0.70",2021-07-02T05:27:17.838Z,162520363783800
"""Danny @ O7X4xHB9uL"" folds",2021-07-02T05:27:14.390Z,162520363439000
"""Zek @ TkiNIriU_5"" folds",2021-07-02T05:27:13.443Z,162520363344300
"""not Krish @ p0RkKY2sKx"" calls 0.20",2021-07-02T05:27:11.391Z,162520363139100
"""42069 @ jCGMIB8Sfm"" folds",2021-07-02T05:27:08.750Z,162520362875000
"""NotNa @ xab-egRwTG"" posts a big blind of 0.20",2021-07-02T05:27:06.551Z,162520362655108
"""Danny @ O7X4xHB9uL"" posts a small blind of 0.10",2021-07-02T05:27:06.551Z,162520362655107
"Player stacks: #1 ""Zek @ TkiNIriU_5"" (11.35) | #2 ""Danny @ O7X4xHB9uL"" (27.85) | #3 ""NotNa @ xab-egRwTG"" (15.56) | #4 ""42069 @ jCGMIB8Sfm"" (11.80) | #6 ""not Krish @ p0RkKY2sKx"" (58.44)",2021-07-02T05:27:06.551Z,162520362655101
